"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.269,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.283,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.288,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.292,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.329,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.326,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.336,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.393,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.374,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.392,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.412,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.411,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.415,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.439,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.384,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.349,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.375,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.408,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.433,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.445,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.458,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.466,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.501,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.753,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.826,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.925,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2018",0.99,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2019",1.084,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2020",1.252,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1980",0.767,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1981",0.707,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1982",0.638,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1983",0.651,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1984",0.62,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1985",0.604,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1986",0.429,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1987",0.43,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1988",0.435,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1989",0.433,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1990",0.456,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1991",0.566,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1992",0.573,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1993",0.59,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1994",0.585,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1995",0.591,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1996",0.543,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1997",0.408,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1998",0.789,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1999",0.779,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2000",0.792,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2001",0.831,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2002",0.846,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2003",0.797,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2004",0.745,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2005",0.706,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2006",0.709,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2007",0.702,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2008",0.701,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2009",0.736,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2010",0.75,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2011",0.719,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2012",0.684,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2013",0.666,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2014",0.644,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2015",0.643,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2016",0.64,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2017",0.631,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2018",0.621,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2019",0.619,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2020",0.667,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1990",0.657,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1991",0.742,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.812,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.796,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.842,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.914,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.955,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.97,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1998",1.034,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1999",1.073,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2000",1.13,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2001",1.28,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2002",1.359,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2003",1.548,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2004",1.627,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2005",1.64,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2006",1.808,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2007",2.002,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2008",2.077,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2009",2.191,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2010",2.17,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2011",2.142,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2012",2.319,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2013",2.289,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2014",2.471,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2015",2.3,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2016",2.311,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2017",2.318,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2018",2.373,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2019",2.317,
"EST","FAMPUBEXP","TOT","PC_GDP","A","1999",1.738,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2000",1.746,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2001",1.604,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2002",1.575,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2003",1.423,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2004",1.838,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2005",1.738,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2006",1.682,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2007",1.611,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2008",2.103,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2009",2.56,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2010",2.557,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2011",2.231,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2012",2.039,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2013",1.914,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2014",2.293,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2015",2.786,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2016",2.902,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2017",2.825,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2018",3.119,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2019",3.21,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.561,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.58,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.622,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.589,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.616,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.521,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.632,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.432,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.293,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.022,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2005",0.924,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2006",0.954,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2007",0.927,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2008",0.965,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2009",0.999,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.025,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.052,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.048,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2013",0.929,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2014",0.783,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2015",0.81,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2016",0.825,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.112,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2018",0.991,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2019",0.992,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2020",0.964,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2021",0.882,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1980",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1981",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1982",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1983",0.004,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1984",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1985",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1986",0.008,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1987",0.012,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1988",0.013,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1989",0.01,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1990",0.088,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1991",0.091,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.093,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.095,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.092,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.095,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.096,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.103,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.299,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.35,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.385,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.416,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.686,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.76,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.459,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.452,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.436,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.422,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.426,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.453,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.459,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.434,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.454,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.492,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.498,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.46,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.441,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.443,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2018",0.394,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2019",0.383,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1990",2.259,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1991",2.477,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1992",2.403,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1993",2.004,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1994",1.966,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1995",1.843,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1996",1.717,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1997",1.652,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1998",1.815,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1999",1.818,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2000",1.768,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2001",1.699,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2002",1.748,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2003",1.667,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2004",1.732,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2005",1.982,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2006",1.928,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2007",2.16,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2008",2.224,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2009",2.34,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2010",2.288,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2011",2.116,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2012",2.188,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2013",2.181,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2014",2.078,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2015",2.013,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2016",1.981,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2017",1.99,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2018",2.097,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2019",2.098,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1980",1.426,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1981",1.423,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1982",1.365,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1983",1.314,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1984",1.218,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1985",1.482,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1986",1.461,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1987",1.585,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1988",1.606,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1989",1.606,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1990",1.811,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1991",2.071,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1992",2.15,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1993",2.184,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1994",2.146,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.844,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.514,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.375,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.445,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.386,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.402,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.468,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.458,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.451,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.434,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.418,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.449,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.407,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.402,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.465,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.42,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.393,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.417,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.428,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.393,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.34,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.343,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.244,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2018",1.309,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2019",1.29,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1980",1.455,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1981",1.488,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1982",1.483,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1983",1.461,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1984",1.418,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1985",1.414,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1986",1.408,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1987",1.411,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1988",1.412,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1989",1.419,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1990",1.552,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1991",1.633,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1992",1.699,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1993",1.745,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1994",1.785,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1995",1.747,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1996",1.746,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1997",1.716,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1998",1.84,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1999",1.836,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2000",1.772,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2001",1.78,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2002",1.812,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2003",1.868,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2004",1.847,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2005",1.847,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2006",1.845,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2007",1.846,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2008",2.009,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2009",2.216,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2010",2.17,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2011",2.079,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2012",2.071,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2013",2.07,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2014",2.058,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2015",2.068,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2016",2.086,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2017",2.077,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2018",2.085,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2019",2.109,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1980",1.047,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1981",1.003,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1982",0.923,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1983",0.855,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1984",0.877,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1985",0.868,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1986",0.85,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1987",1.145,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1988",1.367,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1989",1.367,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1990",1.384,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1991",1.393,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1992",1.427,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1993",1.497,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1994",1.752,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.81,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.672,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.541,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.521,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.503,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.454,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.455,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.492,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.587,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.568,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.511,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.452,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.487,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.489,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.62,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.563,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.502,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.416,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.399,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.378,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.353,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.354,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.312,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2018",1.293,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2019",1.269,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","1999",3.128,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2000",2.994,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2001",2.877,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2002",2.946,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2003",3.209,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2004",2.948,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2005",2.993,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2006",3.258,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2007",3.216,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2008",3.24,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2009",3.386,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2010",3.359,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2011",3.162,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2012",3.059,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2013",2.969,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2014",2.874,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2015",2.713,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2016",2.661,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2017",2.588,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2018",2.504,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2019",2.392,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1990",2.361,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1991",2.45,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1992",2.462,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1993",2.369,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1994",2.316,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1995",2.36,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1996",2.433,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1997",2.32,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1998",2.209,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1999",2.182,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2000",2.123,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2001",2.386,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2002",2.58,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2003",2.945,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2004",2.984,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2005",2.857,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2006",2.963,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2007",3.33,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2008",3.422,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2009",3.645,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2010",3.521,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2011",3.272,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2012",3.352,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2013",3.429,
