,COU,Country,IND,Indicator,SEX,TIME,Time,Value
757,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,0.0
758,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,0.0
759,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,0.0
760,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,26.0
761,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,26.0
762,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,26.0
763,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,26.0
764,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,13.0
765,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,14.0
766,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,14.0
767,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
768,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
769,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
770,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,0.0
771,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,26.0
772,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,26.0
773,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,26.0
774,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,39.0
775,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,38.0
776,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,38.0
777,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,0.0
778,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,0.0
779,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,0.0
780,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,0.0
781,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,0.0
782,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,0.0
783,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,0.0
784,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,13.0
785,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,14.0
786,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,14.0
787,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
788,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
789,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
790,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
791,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
792,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
793,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
794,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.0
795,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,0.0
796,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,0.0
797,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,12.0
798,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,12.0
799,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,6.0
800,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,6.0
801,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,6.0
802,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,9.0
803,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,9.0
804,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,9.0
805,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,9.0
806,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,9.0
807,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
808,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
809,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,64.0
810,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,64.0
811,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,74.0
812,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,81.0
813,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,81.0
814,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,81.0
815,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,79.0
816,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,78.0
817,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,12.0
818,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,12.0
819,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,18.0
820,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,18.0
821,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,28.0
822,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,38.0
823,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,142.0
824,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,142.0
825,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,135.7
826,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,134.7
827,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
828,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
829,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
830,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
831,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
832,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,4.0
833,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,4.0
834,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,5.0
835,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,10.0
836,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,12.0
837,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,12.0
838,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,16.0
839,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,16.0
840,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,16.0
841,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,16.0
842,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,16.0
843,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,20.0
844,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,16.0
845,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,22.0
846,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,22.0
847,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,52.0
848,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,156.0
849,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,156.0
850,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,156.0
851,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,156.0
852,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,156.0
853,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,156.0
854,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,156.0
855,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,156.0
856,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,156.0
857,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,12.0
858,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,16.0
859,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,16.0
860,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,16.0
861,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,16.0
862,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,16.0
863,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,20.0
864,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,16.0
865,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,22.0
866,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,22.0
867,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
868,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
869,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
870,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
871,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
872,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
873,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
874,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.0
875,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,1.0
876,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,1.0
877,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,9.0
878,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,9.0
879,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,12.9
880,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,12.9
881,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,12.9
882,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,14.0
883,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,17.1
884,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,17.1
885,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,6.4
886,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,6.4
887,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
888,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
889,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
890,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,104.0
891,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,104.0
892,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,104.0
893,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,117.0
894,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,117.0
895,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,127.7
896,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,127.7
897,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,9.0
898,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,9.0
899,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,12.9
900,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,12.9
901,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,12.9
902,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,14.0
903,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,17.1
904,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,17.1
905,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,30.1
906,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,30.1
907,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
908,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
909,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
910,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
911,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
912,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
913,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,4.0
914,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,4.0
915,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,21.3
916,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,21.3
917,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,26.0
918,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,26.0
919,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,26.0
920,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,26.0
921,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,28.0
922,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,28.0
923,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,28.0
924,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,28.0
925,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,28.0
926,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,34.0
927,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,86.0
928,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,86.0
929,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,86.0
930,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,86.0
931,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,134.0
932,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,136.0
933,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,136.0
934,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,136.0
935,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,136.0
936,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,130.0
937,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,26.0
938,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,26.0
939,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,26.0
940,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,78.0
941,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,162.0
942,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,164.0
943,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,164.0
944,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,164.0
945,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,164.0
946,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,170.0
947,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
948,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
949,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.0
950,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,0.0
951,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,28.0
952,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,12.0
953,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,12.0
954,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,14.0
955,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,14.0
956,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,16.0
957,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,16.0
958,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,16.0
959,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,16.0
960,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,16.0
961,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,16.0
962,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
963,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
964,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
965,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,0.0
966,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,150.0
967,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,150.0
968,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,150.0
969,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,150.0
970,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,150.0
971,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,150.0
972,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,12.0
973,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,12.0
974,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,14.0
975,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,14.0
976,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,16.0
977,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,16.0
978,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,16.0
979,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,16.0
980,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,16.0
981,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,16.0
982,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.2
983,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.2
984,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.4
985,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.4
986,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.4
987,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.4
988,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.4
989,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.4
990,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,2.1
991,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,2.1
992,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,26.0
993,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,0.0
994,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,0.0
995,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,0.0
996,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,0.0
997,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,4.3
998,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,4.3
999,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,8.6
1000,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,8.6
1001,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,8.6
1002,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
1003,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,30.0
1004,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,78.0
1005,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,78.0
1006,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,78.0
1007,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,73.7
1008,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,73.7
1009,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,69.4
1010,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,69.4
1011,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,69.4
1012,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,26.0
1013,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,30.0
1014,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,55.7
1015,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,55.7
1016,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,64.3
1017,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,60.0
1018,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,60.0
1019,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,60.0
1020,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,60.0
1021,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,60.0
1022,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
1023,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
1024,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,1.4
1025,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,1.4
1026,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,1.4
1027,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,5.8
1028,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,5.8
1029,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,10.0
1030,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,10.0
1031,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,10.0
1032,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,8.0
1033,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,8.0
1034,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,8.0
1035,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,8.0
1036,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,8.0
